"","bird","date","task","trial","numLeft","numRight","areaLeft","areaRight","correct","choice","accuracy","RT","session","areaIncorrect","numIncorrect","areaCorrect","numCorrect","T_areaInc","T_numInc","T_areaCorr","T_numCorr","Euclidean","CityBlock"
"209","43R",2022-09-03,"n-A",49,22,6,5,21,"R","R",1,0.744,2,5,22,21,6,2,9,9,1,10.6301458127346,15
"210","43R",2022-09-03,"n-A",50,14,6,11,21,"R","R",1,0.741,2,11,14,21,6,6,6,9,1,5.8309518948453,8
"211","43R",2022-09-03,"n-A",51,6,14,21,4,"L","L",1,0.864,2,4,14,21,6,1,6,9,1,9.4339811320566,13
"212","43R",2022-09-03,"n-A",52,6,19,21,5,"L","L",1,0.491,2,5,19,21,6,2,8,9,1,9.89949493661167,14
"213","43R",2022-09-03,"n-A",53,6,7,21,17,"L","L",1,0.394,2,17,7,21,6,8,2,9,1,1.4142135623731,2
"214","43R",2022-09-03,"n-A",54,6,19,21,14,"L","L",1,2.317,2,14,19,21,6,7,8,9,1,7.28010988928052,9
"215","43R",2022-09-03,"n-A",55,10,6,5,21,"R","R",1,4.108,2,5,10,21,6,2,4,9,1,7.61577310586391,10
"216","43R",2022-09-03,"n-A",56,19,6,9,21,"R","R",1,0.667,2,9,19,21,6,5,8,9,1,8.06225774829855,11
"217","43R",2022-09-03,"n-A",57,22,6,7,21,"R","R",1,1.016,2,7,22,21,6,4,9,9,1,9.4339811320566,13
"218","43R",2022-09-03,"n-A",58,6,6,4,21,"R","R",1,0.512,2,4,6,21,6,1,1,9,1,8,8
"219","43R",2022-09-03,"n-A",59,6,12,21,4,"L","L",1,1.116,2,4,12,21,6,1,5,9,1,8.94427190999916,12
"220","43R",2022-09-03,"n-A",60,22,6,4,21,"R","R",1,0.704,2,4,22,21,6,1,9,9,1,11.3137084989848,16
"221","43R",2022-09-03,"n-A",61,14,6,4,21,"R","R",1,0.532,2,4,14,21,6,1,6,9,1,9.4339811320566,13
"222","43R",2022-09-03,"n-A",62,6,12,21,7,"L","L",1,0.696,2,7,12,21,6,4,5,9,1,6.40312423743285,9
"223","43R",2022-09-03,"n-A",63,19,6,11,21,"R","R",1,1.905,2,11,19,21,6,6,8,9,1,7.61577310586391,10
"224","43R",2022-09-03,"n-A",64,14,6,5,21,"R","R",1,0.612,2,5,14,21,6,2,6,9,1,8.60232526704263,12
"225","43R",2022-09-03,"n-A",65,12,6,11,21,"R","R",1,1.237,2,11,12,21,6,6,5,9,1,5,7
"226","43R",2022-09-03,"n-A",66,6,12,21,21,"L","L",1,0.432,2,21,12,21,6,9,5,9,1,4,4
"227","43R",2022-09-03,"n-A",67,19,6,5,21,"R","R",1,0.684,2,5,19,21,6,2,8,9,1,9.89949493661167,14
"228","43R",2022-09-03,"n-A",68,6,16,21,6,"L","L",1,0.468,2,6,16,21,6,3,7,9,1,8.48528137423857,12
"229","43R",2022-09-03,"n-A",69,6,22,21,4,"L","L",1,0.593,2,4,22,21,6,1,9,9,1,11.3137084989848,16
"230","43R",2022-09-03,"n-A",70,6,22,21,9,"L","L",1,1.292,2,9,22,21,6,5,9,9,1,8.94427190999916,12
"231","43R",2022-09-03,"n-A",71,6,7,21,11,"L","R",0,0.537,2,11,7,21,6,6,2,9,1,3.16227766016838,4
"232","43R",2022-09-03,"n-A",72,6,6,21,7,"L","R",0,1.328,2,7,6,21,6,4,1,9,1,5,5
"233","43R",2022-09-03,"n-A",73,10,6,14,21,"R","R",1,0.34,2,14,10,21,6,7,4,9,1,3.60555127546399,5
"234","43R",2022-09-03,"n-A",74,19,6,21,21,"R","L",0,0.496,2,21,19,21,6,9,8,9,1,7,7
"235","43R",2022-09-03,"n-A",75,14,6,7,21,"R","R",1,0.668,2,7,14,21,6,4,6,9,1,7.07106781186548,10
"236","43R",2022-09-03,"n-A",76,6,10,21,17,"L","L",1,1.449,2,17,10,21,6,8,4,9,1,3.16227766016838,4
"237","43R",2022-09-03,"n-A",77,6,6,21,11,"L","L",1,0.54,2,11,6,21,6,6,1,9,1,3,3
"238","43R",2022-09-03,"n-A",78,6,12,21,17,"L","L",1,1.032,2,17,12,21,6,8,5,9,1,4.12310562561766,5
"239","43R",2022-09-03,"n-A",79,16,6,6,21,"R","R",1,0.565,2,6,16,21,6,3,7,9,1,8.48528137423857,12
"240","43R",2022-09-03,"n-A",80,6,8,21,21,"L","L",1,0.354,2,21,8,21,6,9,3,9,1,2,2
"241","43R",2022-09-03,"n-A",81,6,7,21,21,"L","L",1,3.657,2,21,7,21,6,9,2,9,1,1,1
"242","43R",2022-09-03,"n-A",82,7,6,5,21,"R","R",1,0.576,2,5,7,21,6,2,2,9,1,7.07106781186548,8
"243","43R",2022-09-03,"n-A",83,19,6,17,21,"R","R",1,1.149,2,17,19,21,6,8,8,9,1,7.07106781186548,8
"244","43R",2022-09-03,"n-A",84,16,6,11,21,"R","R",1,1.14,2,11,16,21,6,6,7,9,1,6.70820393249937,9
"245","43R",2022-09-03,"n-A",85,7,6,7,21,"R","R",1,0.697,2,7,7,21,6,4,2,9,1,5.09901951359278,6
"246","43R",2022-09-03,"n-A",86,6,6,21,9,"L","L",1,0.777,2,9,6,21,6,5,1,9,1,4,4
"247","43R",2022-09-03,"n-A",87,12,6,21,21,"R","R",1,1.007,2,21,12,21,6,9,5,9,1,4,4
"248","43R",2022-09-03,"n-A",88,6,8,21,4,"L","L",1,1.237,2,4,8,21,6,1,3,9,1,8.24621125123532,10
"249","43R",2022-09-03,"n-A",89,8,6,6,21,"R","R",1,2.561,2,6,8,21,6,3,3,9,1,6.32455532033676,8
"250","43R",2022-09-03,"n-A",90,10,6,6,21,"R","R",1,0.696,2,6,10,21,6,3,4,9,1,6.70820393249937,9
"251","43R",2022-09-03,"n-A",91,6,8,21,9,"L","L",1,0.916,2,9,8,21,6,5,3,9,1,4.47213595499958,6
"252","43R",2022-09-03,"n-A",92,6,14,21,17,"L","R",0,0.764,2,17,14,21,6,8,6,9,1,5.09901951359278,6
"253","43R",2022-09-03,"n-A",93,6,16,21,17,"L","L",1,1.201,2,17,16,21,6,8,7,9,1,6.08276253029822,7
"254","43R",2022-09-03,"n-A",94,6,12,21,14,"L","L",1,0.852,2,14,12,21,6,7,5,9,1,4.47213595499958,6
"255","43R",2022-09-03,"n-A",95,19,6,7,21,"R","R",1,0.512,2,7,19,21,6,4,8,9,1,8.60232526704263,12
"256","43R",2022-09-03,"n-A",96,6,6,11,21,"R","R",1,1.237,2,11,6,21,6,6,1,9,1,3,3
"257","43R",2022-09-03,"n-A",97,22,6,9,21,"R","R",1,0.752,2,9,22,21,6,5,9,9,1,8.94427190999916,12
"258","43R",2022-09-03,"n-A",98,6,7,21,6,"L","L",1,0.505,2,6,7,21,6,3,2,9,1,6.08276253029822,7
"259","43R",2022-09-03,"n-A",99,6,6,6,21,"R","R",1,0.52,2,6,6,21,6,3,1,9,1,6,6
"260","43R",2022-09-03,"n-A",100,22,6,17,21,"R","R",1,1.613,2,17,22,21,6,8,9,9,1,8.06225774829855,9
"261","43R",2022-09-03,"n-A",101,8,6,5,21,"R","R",1,0.744,2,5,8,21,6,2,3,9,1,7.28010988928052,9
"262","43R",2022-09-03,"n-A",102,6,10,21,4,"L","L",1,0.537,2,4,10,21,6,1,4,9,1,8.54400374531753,11
"263","43R",2022-09-03,"n-A",103,6,10,21,11,"L","L",1,2.476,2,11,10,21,6,6,4,9,1,4.24264068711928,6
"264","43R",2022-09-03,"n-A",104,6,14,21,11,"L","L",1,0.519,2,11,14,21,6,6,6,9,1,5.8309518948453,8
"265","43R",2022-09-03,"n-A",105,16,6,4,21,"R","R",1,0.49,2,4,16,21,6,1,7,9,1,10,14
"266","43R",2022-09-03,"n-A",106,6,16,21,21,"L","L",1,0.901,2,21,16,21,6,9,7,9,1,6,6
"267","43R",2022-09-03,"n-A",107,6,6,21,6,"L","L",1,0.541,2,6,6,21,6,3,1,9,1,6,6
"268","43R",2022-09-03,"n-A",108,22,6,21,21,"R","R",1,1.732,2,21,22,21,6,9,9,9,1,8,8
"269","43R",2022-09-03,"n-A",109,19,6,6,21,"R","R",1,0.56,2,6,19,21,6,3,8,9,1,9.21954445729289,13
"270","43R",2022-09-03,"n-A",110,14,6,21,21,"R","R",1,1.137,2,21,14,21,6,9,6,9,1,5,5
"271","43R",2022-09-03,"n-A",111,6,7,21,4,"L","L",1,0.619,2,4,7,21,6,1,2,9,1,8.06225774829855,9
"272","43R",2022-09-03,"n-A",112,7,6,9,21,"R","R",1,0.545,2,9,7,21,6,5,2,9,1,4.12310562561766,5
"273","43R",2022-09-03,"n-A",113,6,19,21,6,"L","L",1,1.748,2,6,19,21,6,3,8,9,1,9.21954445729289,13
"274","43R",2022-09-03,"n-A",114,6,22,21,17,"L","L",1,0.588,2,17,22,21,6,8,9,9,1,8.06225774829855,9
"275","43R",2022-09-03,"n-A",115,6,19,21,4,"L","L",1,0.381,2,4,19,21,6,1,8,9,1,10.6301458127346,15
"276","43R",2022-09-03,"n-A",116,7,6,17,21,"R","L",0,0.881,2,17,7,21,6,8,2,9,1,1.4142135623731,2
"277","43R",2022-09-03,"n-A",117,6,14,21,21,"L","R",0,1.589,2,21,14,21,6,9,6,9,1,5,5
"278","43R",2022-09-03,"n-A",118,8,6,9,21,"R","R",1,1.221,2,9,8,21,6,5,3,9,1,4.47213595499958,6
"279","43R",2022-09-03,"n-A",119,6,6,5,21,"R","R",1,0.877,2,5,6,21,6,2,1,9,1,7,7
"280","43R",2022-09-03,"n-A",120,6,7,21,9,"L","L",1,1.701,2,9,7,21,6,5,2,9,1,4.12310562561766,5
"281","43R",2022-09-03,"n-A",121,6,7,21,14,"L","R",0,0.829,2,14,7,21,6,7,2,9,1,2.23606797749979,3
"282","43R",2022-09-03,"n-A",122,10,6,11,21,"R","R",1,0.961,2,11,10,21,6,6,4,9,1,4.24264068711928,6
"283","43R",2022-09-03,"n-A",123,7,6,21,21,"R","R",1,0.865,2,21,7,21,6,9,2,9,1,1,1
"284","43R",2022-09-03,"n-A",124,6,16,21,9,"L","L",1,0.488,2,9,16,21,6,5,7,9,1,7.21110255092798,10
"285","43R",2022-09-03,"n-A",125,6,16,21,7,"L","L",1,0.573,2,7,16,21,6,4,7,9,1,7.81024967590665,11
"286","43R",2022-09-03,"n-A",126,6,14,21,5,"L","L",1,1.959,2,5,14,21,6,2,6,9,1,8.60232526704263,12
"287","43R",2022-09-03,"n-A",127,12,6,4,21,"R","R",1,0.677,2,4,12,21,6,1,5,9,1,8.94427190999916,12
"288","43R",2022-09-03,"n-A",128,6,19,21,9,"L","L",1,1.617,2,9,19,21,6,5,8,9,1,8.06225774829855,11
"289","43R",2022-09-03,"n-A",129,6,6,21,14,"L","R",0,1.464,2,14,6,21,6,7,1,9,1,2,2
"290","43R",2022-09-03,"n-A",130,8,6,11,21,"R","L",0,0.481,2,11,8,21,6,6,3,9,1,3.60555127546399,5
"291","43R",2022-09-03,"n-A",131,16,6,9,21,"R","R",1,1.271,2,9,16,21,6,5,7,9,1,7.21110255092798,10
"292","43R",2022-09-03,"n-A",132,6,6,21,5,"L","R",0,0.838,2,5,6,21,6,2,1,9,1,7,7
"293","43R",2022-09-03,"n-A",133,10,6,4,21,"R","L",0,0.341,2,4,10,21,6,1,4,9,1,8.54400374531753,11
"294","43R",2022-09-03,"n-A",134,10,6,7,21,"R","R",1,1.21,2,7,10,21,6,4,4,9,1,5.8309518948453,8
"295","43R",2022-09-03,"n-A",135,6,8,21,14,"L","L",1,0.829,2,14,8,21,6,7,3,9,1,2.82842712474619,4
"296","43R",2022-09-03,"n-A",136,6,10,21,9,"L","L",1,0.572,2,9,10,21,6,5,4,9,1,5,7
"297","43R",2022-09-03,"n-A",137,6,6,21,17,"L","R",0,0.657,2,17,6,21,6,8,1,9,1,1,1
"298","43R",2022-09-03,"n-A",138,16,6,14,21,"R","R",1,1.06,2,14,16,21,6,7,7,9,1,6.32455532033676,8
"299","43R",2022-09-03,"n-A",139,6,7,21,7,"L","L",1,0.913,2,7,7,21,6,4,2,9,1,5.09901951359278,6
"300","43R",2022-09-03,"n-A",140,10,6,9,21,"R","R",1,1.46,2,9,10,21,6,5,4,9,1,5,7
"301","43R",2022-09-03,"n-A",141,14,6,6,21,"R","R",1,0.781,2,6,14,21,6,3,6,9,1,7.81024967590665,11
"302","43R",2022-09-03,"n-A",142,6,6,21,4,"L","L",1,0.529,2,4,6,21,6,1,1,9,1,8,8
"303","43R",2022-09-03,"n-A",143,6,10,21,14,"L","L",1,0.628,2,14,10,21,6,7,4,9,1,3.60555127546399,5
"304","43R",2022-09-03,"n-A",144,6,19,21,21,"L","L",1,1.404,2,21,19,21,6,9,8,9,1,7,7
"305","43R",2022-09-03,"n-A",145,14,6,14,21,"R","L",0,0.837,2,14,14,21,6,7,6,9,1,5.3851648071345,7
"306","43R",2022-09-03,"n-A",146,6,6,17,21,"R","R",1,0.385,2,17,6,21,6,8,1,9,1,1,1
"307","43R",2022-09-03,"n-A",147,6,10,21,21,"L","L",1,0.656,2,21,10,21,6,9,4,9,1,3,3
"308","43R",2022-09-03,"n-A",148,10,6,21,21,"R","L",0,0.448,2,21,10,21,6,9,4,9,1,3,3
"309","43R",2022-09-03,"n-A",149,12,6,7,21,"R","R",1,0.693,2,7,12,21,6,4,5,9,1,6.40312423743285,9
"310","43R",2022-09-03,"n-A",150,6,19,21,11,"L","L",1,1.373,2,11,19,21,6,6,8,9,1,7.61577310586391,10
"311","43R",2022-09-03,"n-A",151,22,6,14,21,"R","R",1,0.68,2,14,22,21,6,7,9,9,1,8.24621125123532,10
"312","43R",2022-09-03,"n-A",152,8,6,17,21,"R","R",1,0.868,2,17,8,21,6,8,3,9,1,2.23606797749979,3
"313","43R",2022-09-03,"n-A",153,6,7,21,5,"L","L",1,0.481,2,5,7,21,6,2,2,9,1,7.07106781186548,8
"314","43R",2022-09-03,"n-A",154,6,8,21,6,"L","L",1,1.252,2,6,8,21,6,3,3,9,1,6.32455532033676,8
"315","43R",2022-09-03,"n-A",155,6,14,21,6,"L","L",1,0.485,2,6,14,21,6,3,6,9,1,7.81024967590665,11
"316","43R",2022-09-03,"n-A",156,16,6,5,21,"R","R",1,0.537,2,5,16,21,6,2,7,9,1,9.21954445729289,13
"317","43R",2022-09-03,"n-A",157,6,10,21,5,"L","L",1,0.757,2,5,10,21,6,2,4,9,1,7.61577310586391,10
"318","43R",2022-09-03,"n-A",158,12,6,14,21,"R","L",0,0.844,2,14,12,21,6,7,5,9,1,4.47213595499958,6
"319","43R",2022-09-03,"n-A",159,8,6,14,21,"R","L",0,0.717,2,14,8,21,6,7,3,9,1,2.82842712474619,4
"320","43R",2022-09-03,"n-A",160,14,6,17,21,"R","R",1,0.691,2,17,14,21,6,8,6,9,1,5.09901951359278,6
"321","43R",2022-09-04,"n-A",1,6,12,21,17,"L","R",0,4.857,3,17,12,21,6,8,5,9,1,4.12310562561766,5
"322","43R",2022-09-04,"n-A",2,6,22,21,4,"L","L",1,0.577,3,4,22,21,6,1,9,9,1,11.3137084989848,16
"323","43R",2022-09-04,"n-A",3,6,10,21,6,"L","L",1,2.532,3,6,10,21,6,3,4,9,1,6.70820393249937,9
"324","43R",2022-09-04,"n-A",4,6,7,21,11,"L","L",1,0.31,3,11,7,21,6,6,2,9,1,3.16227766016838,4
"325","43R",2022-09-04,"n-A",5,6,19,21,11,"L","L",1,0.47,3,11,19,21,6,6,8,9,1,7.61577310586391,10
"326","43R",2022-09-04,"n-A",6,6,8,21,7,"L","L",1,0.814,3,7,8,21,6,4,3,9,1,5.3851648071345,7
"327","43R",2022-09-04,"n-A",7,22,6,6,21,"R","L",0,0.356,3,6,22,21,6,3,9,9,1,10,14
"328","43R",2022-09-04,"n-A",8,22,6,5,21,"R","R",1,0.378,3,5,22,21,6,2,9,9,1,10.6301458127346,15
"329","43R",2022-09-04,"n-A",9,19,6,4,21,"R","R",1,0.33,3,4,19,21,6,1,8,9,1,10.6301458127346,15
"330","43R",2022-09-04,"n-A",10,6,12,21,14,"L","L",1,0.95,3,14,12,21,6,7,5,9,1,4.47213595499958,6
"331","43R",2022-09-04,"n-A",11,8,6,21,21,"R","L",0,0.557,3,21,8,21,6,9,3,9,1,2,2
"332","43R",2022-09-04,"n-A",12,10,6,7,21,"R","R",1,1.437,3,7,10,21,6,4,4,9,1,5.8309518948453,8
"333","43R",2022-09-04,"n-A",13,6,14,21,6,"L","L",1,1.546,3,6,14,21,6,3,6,9,1,7.81024967590665,11
"334","43R",2022-09-04,"n-A",14,14,6,11,21,"R","R",1,0.529,3,11,14,21,6,6,6,9,1,5.8309518948453,8
"335","43R",2022-09-04,"n-A",15,6,19,21,17,"L","L",1,0.394,3,17,19,21,6,8,8,9,1,7.07106781186548,8
"336","43R",2022-09-04,"n-A",16,6,22,21,7,"L","L",1,0.387,3,7,22,21,6,4,9,9,1,9.4339811320566,13
"337","43R",2022-09-04,"n-A",17,7,6,9,21,"R","R",1,1.352,3,9,7,21,6,5,2,9,1,4.12310562561766,5
"338","43R",2022-09-04,"n-A",18,12,6,14,21,"R","L",0,1.493,3,14,12,21,6,7,5,9,1,4.47213595499958,6
"339","43R",2022-09-04,"n-A",19,6,6,21,4,"L","L",1,1.153,3,4,6,21,6,1,1,9,1,8,8
"340","43R",2022-09-04,"n-A",20,6,22,21,5,"L","L",1,3.805,3,5,22,21,6,2,9,9,1,10.6301458127346,15
"341","43R",2022-09-04,"n-A",21,6,19,21,14,"L","L",1,1.23,3,14,19,21,6,7,8,9,1,7.28010988928052,9
"342","43R",2022-09-04,"n-A",22,6,7,21,9,"L","L",1,1.085,3,9,7,21,6,5,2,9,1,4.12310562561766,5
"343","43R",2022-09-04,"n-A",23,6,19,21,21,"L","L",1,0.499,3,21,19,21,6,9,8,9,1,7,7
"344","43R",2022-09-04,"n-A",24,14,6,14,21,"R","R",1,0.424,3,14,14,21,6,7,6,9,1,5.3851648071345,7
"345","43R",2022-09-04,"n-A",25,6,7,21,14,"L","L",1,0.622,3,14,7,21,6,7,2,9,1,2.23606797749979,3
"346","43R",2022-09-04,"n-A",26,6,16,21,21,"L","L",1,0.868,3,21,16,21,6,9,7,9,1,6,6
"347","43R",2022-09-04,"n-A",27,12,6,9,21,"R","R",1,0.988,3,9,12,21,6,5,5,9,1,5.65685424949238,8
"348","43R",2022-09-04,"n-A",28,12,6,6,21,"R","R",1,0.954,3,6,12,21,6,3,5,9,1,7.21110255092798,10
"349","43R",2022-09-04,"n-A",29,6,22,21,11,"L","L",1,1.81,3,11,22,21,6,6,9,9,1,8.54400374531753,11
"350","43R",2022-09-04,"n-A",30,10,6,21,21,"R","L",0,0.698,3,21,10,21,6,9,4,9,1,3,3
"351","43R",2022-09-04,"n-A",31,6,7,21,7,"L","L",1,2.967,3,7,7,21,6,4,2,9,1,5.09901951359278,6
"352","43R",2022-09-04,"n-A",32,7,6,14,21,"R","R",1,1.69,3,14,7,21,6,7,2,9,1,2.23606797749979,3
"353","43R",2022-09-04,"n-A",33,19,6,11,21,"R","R",1,0.978,3,11,19,21,6,6,8,9,1,7.61577310586391,10
"354","43R",2022-09-04,"n-A",34,7,6,5,21,"R","R",1,1.383,3,5,7,21,6,2,2,9,1,7.07106781186548,8
"355","43R",2022-09-04,"n-A",35,6,6,4,21,"R","R",1,0.669,3,4,6,21,6,1,1,9,1,8,8
"356","43R",2022-09-04,"n-A",36,22,6,14,21,"R","R",1,1.449,3,14,22,21,6,7,9,9,1,8.24621125123532,10
"357","43R",2022-09-04,"n-A",37,14,6,5,21,"R","R",1,0.842,3,5,14,21,6,2,6,9,1,8.60232526704263,12
"358","43R",2022-09-04,"n-A",38,6,16,21,7,"L","L",1,0.624,3,7,16,21,6,4,7,9,1,7.81024967590665,11
"359","43R",2022-09-04,"n-A",39,10,6,4,21,"R","R",1,0.987,3,4,10,21,6,1,4,9,1,8.54400374531753,11
"360","43R",2022-09-04,"n-A",40,6,10,21,4,"L","L",1,1.765,3,4,10,21,6,1,4,9,1,8.54400374531753,11
"361","43R",2022-09-04,"n-A",41,8,6,17,21,"R","R",1,0.617,3,17,8,21,6,8,3,9,1,2.23606797749979,3
"362","43R",2022-09-04,"n-A",42,12,6,7,21,"R","R",1,0.554,3,7,12,21,6,4,5,9,1,6.40312423743285,9
"363","43R",2022-09-04,"n-A",43,6,12,21,21,"L","L",1,0.601,3,21,12,21,6,9,5,9,1,4,4
"364","43R",2022-09-04,"n-A",44,19,6,9,21,"R","R",1,1.522,3,9,19,21,6,5,8,9,1,8.06225774829855,11
"365","43R",2022-09-04,"n-A",45,6,6,5,21,"R","R",1,0.946,3,5,6,21,6,2,1,9,1,7,7
"366","43R",2022-09-04,"n-A",46,16,6,6,21,"R","R",1,0.561,3,6,16,21,6,3,7,9,1,8.48528137423857,12
"367","43R",2022-09-04,"n-A",47,22,6,21,21,"R","R",1,1.082,3,21,22,21,6,9,9,9,1,8,8
"368","43R",2022-09-04,"n-A",48,6,7,21,6,"L","L",1,1.62,3,6,7,21,6,3,2,9,1,6.08276253029822,7
"369","43R",2022-09-04,"n-A",49,6,6,21,14,"L","L",1,1.357,3,14,6,21,6,7,1,9,1,2,2
"370","43R",2022-09-04,"n-A",50,6,14,21,7,"L","L",1,0.618,3,7,14,21,6,4,6,9,1,7.07106781186548,10
"371","43R",2022-09-04,"n-A",51,6,16,21,11,"L","L",1,1.336,3,11,16,21,6,6,7,9,1,6.70820393249937,9
"372","43R",2022-09-04,"n-A",52,6,8,21,6,"L","L",1,4.533,3,6,8,21,6,3,3,9,1,6.32455532033676,8
"373","43R",2022-09-04,"n-A",53,6,16,21,4,"L","R",0,0.581,3,4,16,21,6,1,7,9,1,10,14
"374","43R",2022-09-04,"n-A",54,14,6,17,21,"R","R",1,1.738,3,17,14,21,6,8,6,9,1,5.09901951359278,6
"375","43R",2022-09-04,"n-A",55,22,6,17,21,"R","R",1,1.601,3,17,22,21,6,8,9,9,1,8.06225774829855,9
"376","43R",2022-09-04,"n-A",56,6,6,21,17,"L","L",1,0.567,3,17,6,21,6,8,1,9,1,1,1
"377","43R",2022-09-04,"n-A",57,7,6,7,21,"R","R",1,1.082,3,7,7,21,6,4,2,9,1,5.09901951359278,6
"378","43R",2022-09-04,"n-A",58,22,6,7,21,"R","R",1,1.073,3,7,22,21,6,4,9,9,1,9.4339811320566,13
"379","43R",2022-09-04,"n-A",59,16,6,21,21,"R","R",1,1.416,3,21,16,21,6,9,7,9,1,6,6
"380","43R",2022-09-04,"n-A",60,6,6,9,21,"R","R",1,0.933,3,9,6,21,6,5,1,9,1,4,4
"381","43R",2022-09-04,"n-A",61,6,22,21,14,"L","L",1,0.31,3,14,22,21,6,7,9,9,1,8.24621125123532,10
"382","43R",2022-09-04,"n-A",62,22,6,9,21,"R","R",1,0.558,3,9,22,21,6,5,9,9,1,8.94427190999916,12
"383","43R",2022-09-04,"n-A",63,12,6,11,21,"R","R",1,1.946,3,11,12,21,6,6,5,9,1,5,7
"384","43R",2022-09-04,"n-A",64,16,6,9,21,"R","R",1,0.537,3,9,16,21,6,5,7,9,1,7.21110255092798,10
"385","43R",2022-09-04,"n-A",65,6,10,21,9,"L","L",1,0.457,3,9,10,21,6,5,4,9,1,5,7
"386","43R",2022-09-04,"n-A",66,6,6,21,11,"L","L",1,0.671,3,11,6,21,6,6,1,9,1,3,3
"387","43R",2022-09-04,"n-A",67,14,6,7,21,"R","R",1,1.129,3,7,14,21,6,4,6,9,1,7.07106781186548,10
"388","43R",2022-09-04,"n-A",68,12,6,5,21,"R","R",1,0.563,3,5,12,21,6,2,5,9,1,8.06225774829855,11
"389","43R",2022-09-04,"n-A",69,6,22,21,21,"L","L",1,0.595,3,21,22,21,6,9,9,9,1,8,8
"390","43R",2022-09-04,"n-A",70,6,6,17,21,"R","R",1,5.468,3,17,6,21,6,8,1,9,1,1,1
"391","43R",2022-09-04,"n-A",71,6,7,21,5,"L","L",1,0.446,3,5,7,21,6,2,2,9,1,7.07106781186548,8
"392","43R",2022-09-04,"n-A",72,16,6,11,21,"R","R",1,0.824,3,11,16,21,6,6,7,9,1,6.70820393249937,9
"393","43R",2022-09-04,"n-A",73,6,8,21,5,"L","L",1,0.622,3,5,8,21,6,2,3,9,1,7.28010988928052,9
"394","43R",2022-09-04,"n-A",74,6,14,21,5,"L","L",1,1.266,3,5,14,21,6,2,6,9,1,8.60232526704263,12
"395","43R",2022-09-04,"n-A",75,6,7,21,17,"L","R",0,0.731,3,17,7,21,6,8,2,9,1,1.4142135623731,2
"396","43R",2022-09-04,"n-A",76,8,6,11,21,"R","R",1,2.554,3,11,8,21,6,6,3,9,1,3.60555127546399,5
"397","43R",2022-09-04,"n-A",77,6,16,21,14,"L","L",1,1.005,3,14,16,21,6,7,7,9,1,6.32455532033676,8
"398","43R",2022-09-04,"n-A",78,16,6,17,21,"R","R",1,0.986,3,17,16,21,6,8,7,9,1,6.08276253029822,7
"399","43R",2022-09-04,"n-A",79,16,6,5,21,"R","R",1,0.879,3,5,16,21,6,2,7,9,1,9.21954445729289,13
"400","43R",2022-09-04,"n-A",80,14,6,21,21,"R","R",1,0.99,3,21,14,21,6,9,6,9,1,5,5
"401","43R",2022-09-04,"n-A",81,6,10,21,17,"L","L",1,0.653,3,17,10,21,6,8,4,9,1,3.16227766016838,4
"402","43R",2022-09-04,"n-A",82,6,16,21,5,"L","L",1,0.646,3,5,16,21,6,2,7,9,1,9.21954445729289,13
"403","43R",2022-09-04,"n-A",83,10,6,6,21,"R","R",1,0.64,3,6,10,21,6,3,4,9,1,6.70820393249937,9
"404","43R",2022-09-04,"n-A",84,6,6,21,5,"L","L",1,0.787,3,5,6,21,6,2,1,9,1,7,7
"405","43R",2022-09-04,"n-A",85,8,6,6,21,"R","R",1,1.511,3,6,8,21,6,3,3,9,1,6.32455532033676,8
"406","43R",2022-09-04,"n-A",86,12,6,4,21,"R","R",1,0.569,3,4,12,21,6,1,5,9,1,8.94427190999916,12
"407","43R",2022-09-04,"n-A",87,6,12,21,6,"L","L",1,0.517,3,6,12,21,6,3,5,9,1,7.21110255092798,10
"408","43R",2022-09-04,"n-A",88,6,6,21,7,"L","L",1,0.485,3,7,6,21,6,4,1,9,1,5,5
"409","43R",2022-09-04,"n-A",89,10,6,14,21,"R","R",1,1.504,3,14,10,21,6,7,4,9,1,3.60555127546399,5
"410","43R",2022-09-04,"n-A",90,16,6,4,21,"R","R",1,0.596,3,4,16,21,6,1,7,9,1,10,14
"411","43R",2022-09-04,"n-A",91,6,10,21,21,"L","R",0,1.757,3,21,10,21,6,9,4,9,1,3,3
"412","43R",2022-09-04,"n-A",92,7,6,17,21,"R","L",0,1.201,3,17,7,21,6,8,2,9,1,1.4142135623731,2
"413","43R",2022-09-04,"n-A",93,14,6,4,21,"R","R",1,0.498,3,4,14,21,6,1,6,9,1,9.4339811320566,13
"414","43R",2022-09-04,"n-A",94,16,6,7,21,"R","R",1,0.545,3,7,16,21,6,4,7,9,1,7.81024967590665,11
"415","43R",2022-09-04,"n-A",95,6,19,21,9,"L","L",1,0.47,3,9,19,21,6,5,8,9,1,8.06225774829855,11
"416","43R",2022-09-04,"n-A",96,6,12,21,11,"L","L",1,0.789,3,11,12,21,6,6,5,9,1,5,7
"417","43R",2022-09-04,"n-A",97,10,6,9,21,"R","R",1,1.653,3,9,10,21,6,5,4,9,1,5,7
"418","43R",2022-09-04,"n-A",98,6,12,21,7,"L","L",1,0.497,3,7,12,21,6,4,5,9,1,6.40312423743285,9
"419","43R",2022-09-04,"n-A",99,6,19,21,5,"L","L",1,2.001,3,5,19,21,6,2,8,9,1,9.89949493661167,14
"420","43R",2022-09-04,"n-A",100,8,6,5,21,"R","R",1,0.547,3,5,8,21,6,2,3,9,1,7.28010988928052,9
