"","bird","date","task","trial","numLeft","numRight","areaLeft","areaRight","correct","choice","accuracy","RT","session","areaIncorrect","numIncorrect","areaCorrect","numCorrect","T_areaInc","T_numInc","T_areaCorr","T_numCorr","Euclidean","CityBlock"
"33037","56Y",2022-09-07,"N-A",77,7,22,11,21,"R","R",1,0.44,6,11,7,21,22,6,2,9,9,7.61577310586391,10
"33038","56Y",2022-09-07,"N-A",78,22,22,21,17,"L","L",1,1.028,6,17,22,21,22,8,9,9,9,1,1
"33039","56Y",2022-09-07,"N-A",79,19,22,14,21,"R","L",0,0.872,6,14,19,21,22,7,8,9,9,2.23606797749979,3
"33040","56Y",2022-09-07,"N-A",80,7,22,9,21,"R","R",1,0.691,6,9,7,21,22,5,2,9,9,8.06225774829855,11
"33041","56Y",2022-09-07,"N-A",81,22,22,4,21,"R","R",1,0.605,6,4,22,21,22,1,9,9,9,8,8
"33042","56Y",2022-09-07,"N-A",82,12,22,11,21,"R","R",1,0.492,6,11,12,21,22,6,5,9,9,5,7
"33043","56Y",2022-09-07,"N-A",83,22,14,21,5,"L","L",1,1.108,6,5,14,21,22,2,6,9,9,7.61577310586391,10
"33044","56Y",2022-09-07,"N-A",84,22,6,21,21,"L","L",1,0.653,6,21,6,21,22,9,1,9,9,8,8
"33045","56Y",2022-09-07,"N-A",85,22,10,21,4,"L","L",1,1.556,6,4,10,21,22,1,4,9,9,9.4339811320566,13
"33046","56Y",2022-09-07,"N-A",86,7,22,17,21,"R","R",1,1.616,6,17,7,21,22,8,2,9,9,7.07106781186548,8
"33047","56Y",2022-09-07,"N-A",87,22,16,21,6,"L","L",1,0.851,6,6,16,21,22,3,7,9,9,6.32455532033676,8
"33048","56Y",2022-09-07,"N-A",88,14,22,4,21,"R","R",1,0.597,6,4,14,21,22,1,6,9,9,8.54400374531753,11
"33049","56Y",2022-09-07,"N-A",89,12,22,5,21,"R","R",1,0.453,6,5,12,21,22,2,5,9,9,8.06225774829855,11
"33050","56Y",2022-09-07,"N-A",90,22,14,21,4,"L","L",1,1.059,6,4,14,21,22,1,6,9,9,8.54400374531753,11
"33051","56Y",2022-09-07,"N-A",91,7,22,4,21,"R","R",1,0.485,6,4,7,21,22,1,2,9,9,10.6301458127346,15
"33052","56Y",2022-09-07,"N-A",92,22,7,21,6,"L","L",1,0.917,6,6,7,21,22,3,2,9,9,9.21954445729289,13
"33053","56Y",2022-09-07,"N-A",93,7,22,14,21,"R","R",1,0.681,6,14,7,21,22,7,2,9,9,7.28010988928052,9
"33054","56Y",2022-09-07,"N-A",94,14,22,14,21,"R","R",1,0.721,6,14,14,21,22,7,6,9,9,3.60555127546399,5
"33055","56Y",2022-09-07,"N-A",95,10,22,14,21,"R","L",0,0.929,6,14,10,21,22,7,4,9,9,5.3851648071345,7
"33056","56Y",2022-09-07,"N-A",96,10,22,11,21,"R","L",0,0.852,6,11,10,21,22,6,4,9,9,5.8309518948453,8
"33057","56Y",2022-09-07,"N-A",97,22,22,21,4,"L","L",1,0.663,6,4,22,21,22,1,9,9,9,8,8
"33058","56Y",2022-09-07,"N-A",98,22,10,21,14,"L","L",1,0.889,6,14,10,21,22,7,4,9,9,5.3851648071345,7
"33059","56Y",2022-09-07,"N-A",99,22,8,21,4,"L","L",1,1.135,6,4,8,21,22,1,3,9,9,10,14
"33060","56Y",2022-09-07,"N-A",100,6,22,4,21,"R","R",1,0.494,6,4,6,21,22,1,1,9,9,11.3137084989848,16
"33061","56Y",2022-09-07,"N-A",101,22,16,21,7,"L","L",1,0.888,6,7,16,21,22,4,7,9,9,5.3851648071345,7
"33062","56Y",2022-09-07,"N-A",102,7,22,21,21,"R","R",1,0.676,6,21,7,21,22,9,2,9,9,7,7
"33063","56Y",2022-09-07,"N-A",103,12,22,7,21,"R","R",1,1.24,6,7,12,21,22,4,5,9,9,6.40312423743285,9
"33064","56Y",2022-09-07,"N-A",104,22,10,21,17,"L","R",0,0.636,6,17,10,21,22,8,4,9,9,5.09901951359278,6
"33065","56Y",2022-09-07,"N-A",105,19,22,6,21,"R","R",1,0.491,6,6,19,21,22,3,8,9,9,6.08276253029822,7
"33066","56Y",2022-09-07,"N-A",106,7,22,5,21,"R","R",1,0.431,6,5,7,21,22,2,2,9,9,9.89949493661167,14
"33067","56Y",2022-09-07,"N-A",107,22,6,21,4,"L","L",1,0.94,6,4,6,21,22,1,1,9,9,11.3137084989848,16
"33068","56Y",2022-09-07,"N-A",108,19,22,5,21,"R","R",1,0.646,6,5,19,21,22,2,8,9,9,7.07106781186548,8
"33069","56Y",2022-09-07,"N-A",109,6,22,7,21,"R","R",1,0.485,6,7,6,21,22,4,1,9,9,9.4339811320566,13
"33070","56Y",2022-09-07,"N-A",110,22,12,21,5,"L","L",1,0.86,6,5,12,21,22,2,5,9,9,8.06225774829855,11
"33071","56Y",2022-09-07,"N-A",111,22,22,21,11,"L","L",1,0.693,6,11,22,21,22,6,9,9,9,3,3
"33072","56Y",2022-09-07,"N-A",112,14,22,9,21,"R","R",1,0.641,6,9,14,21,22,5,6,9,9,5,7
"33073","56Y",2022-09-07,"N-A",113,19,22,4,21,"R","R",1,0.874,6,4,19,21,22,1,8,9,9,8.06225774829855,9
"33074","56Y",2022-09-07,"N-A",114,22,12,21,11,"L","L",1,0.791,6,11,12,21,22,6,5,9,9,5,7
"33075","56Y",2022-09-07,"N-A",115,6,22,5,21,"R","R",1,0.601,6,5,6,21,22,2,1,9,9,10.6301458127346,15
"33076","56Y",2022-09-07,"N-A",116,19,22,11,21,"R","R",1,0.525,6,11,19,21,22,6,8,9,9,3.16227766016838,4
"33077","56Y",2022-09-07,"N-A",117,22,22,5,21,"R","R",1,0.487,6,5,22,21,22,2,9,9,9,7,7
"33078","56Y",2022-09-07,"N-A",118,22,22,11,21,"R","R",1,0.577,6,11,22,21,22,6,9,9,9,3,3
"33079","56Y",2022-09-07,"N-A",119,16,22,9,21,"R","R",1,0.511,6,9,16,21,22,5,7,9,9,4.47213595499958,6
"33080","56Y",2022-09-07,"N-A",120,22,6,21,14,"L","L",1,0.874,6,14,6,21,22,7,1,9,9,8.24621125123532,10
"33081","56Y",2022-09-07,"N-A",121,14,22,6,21,"R","R",1,0.501,6,6,14,21,22,3,6,9,9,6.70820393249937,9
"33082","56Y",2022-09-07,"N-A",122,22,8,21,21,"L","L",1,1.546,6,21,8,21,22,9,3,9,9,6,6
"33083","56Y",2022-09-07,"N-A",123,22,19,21,14,"L","L",1,0.705,6,14,19,21,22,7,8,9,9,2.23606797749979,3
"33084","56Y",2022-09-07,"N-A",124,22,12,21,21,"L","L",1,0.818,6,21,12,21,22,9,5,9,9,4,4
"33085","56Y",2022-09-07,"N-A",125,16,22,21,21,"R","R",1,0.488,6,21,16,21,22,9,7,9,9,2,2
"33086","56Y",2022-09-07,"N-A",126,22,10,21,11,"L","L",1,0.691,6,11,10,21,22,6,4,9,9,5.8309518948453,8
"33087","56Y",2022-09-07,"N-A",127,7,22,6,21,"R","R",1,0.492,6,6,7,21,22,3,2,9,9,9.21954445729289,13
"33088","56Y",2022-09-07,"N-A",128,22,22,21,14,"L","L",1,0.861,6,14,22,21,22,7,9,9,9,2,2
"33089","56Y",2022-09-07,"N-A",129,22,7,21,4,"L","L",1,1.265,6,4,7,21,22,1,2,9,9,10.6301458127346,15
"33090","56Y",2022-09-07,"N-A",130,22,12,21,6,"L","L",1,0.872,6,6,12,21,22,3,5,9,9,7.21110255092798,10
"33091","56Y",2022-09-07,"N-A",131,22,8,21,6,"L","L",1,0.825,6,6,8,21,22,3,3,9,9,8.48528137423857,12
"33092","56Y",2022-09-07,"N-A",132,22,6,21,17,"L","L",1,0.842,6,17,6,21,22,8,1,9,9,8.06225774829855,9
"33093","56Y",2022-09-07,"N-A",133,22,22,7,21,"R","R",1,0.588,6,7,22,21,22,4,9,9,9,5,5
"33094","56Y",2022-09-07,"N-A",134,16,22,14,21,"R","R",1,0.633,6,14,16,21,22,7,7,9,9,2.82842712474619,4
"33095","56Y",2022-09-07,"N-A",135,8,22,6,21,"R","R",1,0.561,6,6,8,21,22,3,3,9,9,8.48528137423857,12
"33096","56Y",2022-09-07,"N-A",136,22,7,21,9,"L","L",1,0.677,6,9,7,21,22,5,2,9,9,8.06225774829855,11
"33097","56Y",2022-09-07,"N-A",137,22,16,21,17,"L","L",1,0.852,6,17,16,21,22,8,7,9,9,2.23606797749979,3
"33098","56Y",2022-09-07,"N-A",138,19,22,21,21,"R","R",1,0.646,6,21,19,21,22,9,8,9,9,1,1
"33099","56Y",2022-09-07,"N-A",139,12,22,6,21,"R","R",1,0.463,6,6,12,21,22,3,5,9,9,7.21110255092798,10
"33100","56Y",2022-09-07,"N-A",140,10,22,17,21,"R","R",1,0.542,6,17,10,21,22,8,4,9,9,5.09901951359278,6
"33101","56Y",2022-09-07,"N-A",141,22,6,21,6,"L","L",1,0.879,6,6,6,21,22,3,1,9,9,10,14
"33102","56Y",2022-09-07,"N-A",142,14,22,21,21,"R","R",1,0.509,6,21,14,21,22,9,6,9,9,3,3
"33103","56Y",2022-09-07,"N-A",143,22,14,21,14,"L","L",1,0.85,6,14,14,21,22,7,6,9,9,3.60555127546399,5
"33104","56Y",2022-09-07,"N-A",144,10,22,7,21,"R","L",0,0.901,6,7,10,21,22,4,4,9,9,7.07106781186548,10
"33105","56Y",2022-09-07,"N-A",145,22,22,9,21,"R","R",1,0.515,6,9,22,21,22,5,9,9,9,4,4
"33106","56Y",2022-09-07,"N-A",146,6,22,17,21,"R","R",1,0.564,6,17,6,21,22,8,1,9,9,8.06225774829855,9
"33107","56Y",2022-09-07,"N-A",147,22,14,21,21,"L","L",1,0.627,6,21,14,21,22,9,6,9,9,3,3
"33108","56Y",2022-09-07,"N-A",148,10,22,9,21,"R","R",1,0.577,6,9,10,21,22,5,4,9,9,6.40312423743285,9
"33109","56Y",2022-09-07,"N-A",149,22,16,21,4,"L","L",1,1.268,6,4,16,21,22,1,7,9,9,8.24621125123532,10
"33110","56Y",2022-09-07,"N-A",150,10,22,5,21,"R","R",1,0.501,6,5,10,21,22,2,4,9,9,8.60232526704263,12
"33111","56Y",2022-09-07,"N-A",151,22,19,21,6,"L","L",1,0.693,6,6,19,21,22,3,8,9,9,6.08276253029822,7
"33112","56Y",2022-09-07,"N-A",152,16,22,5,21,"R","R",1,0.506,6,5,16,21,22,2,7,9,9,7.28010988928052,9
"33113","56Y",2022-09-07,"N-A",153,10,22,6,21,"R","R",1,0.585,6,6,10,21,22,3,4,9,9,7.81024967590665,11
"33114","56Y",2022-09-07,"N-A",154,8,22,9,21,"R","R",1,0.513,6,9,8,21,22,5,3,9,9,7.21110255092798,10
"33115","56Y",2022-09-07,"N-A",155,16,22,17,21,"R","L",0,1.02,6,17,16,21,22,8,7,9,9,2.23606797749979,3
"33116","56Y",2022-09-07,"N-A",156,22,22,6,21,"R","R",1,0.485,6,6,22,21,22,3,9,9,9,6,6
"33117","56Y",2022-09-07,"N-A",157,22,16,21,9,"L","L",1,0.878,6,9,16,21,22,5,7,9,9,4.47213595499958,6
"33118","56Y",2022-09-07,"N-A",158,16,22,7,21,"R","R",1,0.573,6,7,16,21,22,4,7,9,9,5.3851648071345,7
"33119","56Y",2022-09-07,"N-A",159,22,14,21,7,"L","L",1,1.192,6,7,14,21,22,4,6,9,9,5.8309518948453,8
"33120","56Y",2022-09-07,"N-A",160,16,22,4,21,"R","R",1,0.581,6,4,16,21,22,1,7,9,9,8.24621125123532,10
"33121","56Y",2022-09-08,"N-A",1,12,22,21,21,"R","R",1,0.603,7,21,12,21,22,9,5,9,9,4,4
"33122","56Y",2022-09-08,"N-A",2,22,8,21,6,"L","L",1,0.734,7,6,8,21,22,3,3,9,9,8.48528137423857,12
"33123","56Y",2022-09-08,"N-A",3,22,16,21,14,"L","R",0,0.66,7,14,16,21,22,7,7,9,9,2.82842712474619,4
"33124","56Y",2022-09-08,"N-A",4,7,22,14,21,"R","R",1,0.752,7,14,7,21,22,7,2,9,9,7.28010988928052,9
"33125","56Y",2022-09-08,"N-A",5,22,22,17,21,"R","R",1,0.413,7,17,22,21,22,8,9,9,9,1,1
"33126","56Y",2022-09-08,"N-A",6,22,22,21,7,"L","L",1,1.216,7,7,22,21,22,4,9,9,9,5,5
"33127","56Y",2022-09-08,"N-A",7,22,14,21,14,"L","L",1,0.826,7,14,14,21,22,7,6,9,9,3.60555127546399,5
"33128","56Y",2022-09-08,"N-A",8,19,22,9,21,"R","R",1,0.82,7,9,19,21,22,5,8,9,9,4.12310562561766,5
"33129","56Y",2022-09-08,"N-A",9,12,22,17,21,"R","L",0,1.11,7,17,12,21,22,8,5,9,9,4.12310562561766,5
"33130","56Y",2022-09-08,"N-A",10,22,22,21,14,"L","L",1,1.425,7,14,22,21,22,7,9,9,9,2,2
"33131","56Y",2022-09-08,"N-A",11,22,7,21,4,"L","L",1,0.936,7,4,7,21,22,1,2,9,9,10.6301458127346,15
"33132","56Y",2022-09-08,"N-A",12,12,22,4,21,"R","R",1,0.737,7,4,12,21,22,1,5,9,9,8.94427190999916,12
"33133","56Y",2022-09-08,"N-A",13,12,22,14,21,"R","R",1,0.697,7,14,12,21,22,7,5,9,9,4.47213595499958,6
"33134","56Y",2022-09-08,"N-A",14,10,22,6,21,"R","R",1,0.628,7,6,10,21,22,3,4,9,9,7.81024967590665,11
"33135","56Y",2022-09-08,"N-A",15,8,22,7,21,"R","R",1,0.624,7,7,8,21,22,4,3,9,9,7.81024967590665,11
"33136","56Y",2022-09-08,"N-A",16,22,22,21,9,"L","L",1,0.89,7,9,22,21,22,5,9,9,9,4,4
"33137","56Y",2022-09-08,"N-A",17,16,22,6,21,"R","R",1,0.621,7,6,16,21,22,3,7,9,9,6.32455532033676,8
"33138","56Y",2022-09-08,"N-A",18,22,19,21,9,"L","L",1,1.464,7,9,19,21,22,5,8,9,9,4.12310562561766,5
"33139","56Y",2022-09-08,"N-A",19,12,22,9,21,"R","R",1,0.658,7,9,12,21,22,5,5,9,9,5.65685424949238,8
"33140","56Y",2022-09-08,"N-A",20,7,22,11,21,"R","R",1,0.664,7,11,7,21,22,6,2,9,9,7.61577310586391,10
"33141","56Y",2022-09-08,"N-A",21,22,6,21,7,"L","L",1,0.788,7,7,6,21,22,4,1,9,9,9.4339811320566,13
"33142","56Y",2022-09-08,"N-A",22,22,12,21,11,"L","L",1,0.925,7,11,12,21,22,6,5,9,9,5,7
"33143","56Y",2022-09-08,"N-A",23,14,22,17,21,"R","R",1,0.631,7,17,14,21,22,8,6,9,9,3.16227766016838,4
"33144","56Y",2022-09-08,"N-A",24,22,19,21,4,"L","L",1,0.801,7,4,19,21,22,1,8,9,9,8.06225774829855,9
"33145","56Y",2022-09-08,"N-A",25,14,22,21,21,"R","R",1,0.537,7,21,14,21,22,9,6,9,9,3,3
"33146","56Y",2022-09-08,"N-A",26,22,16,21,6,"L","L",1,1.279,7,6,16,21,22,3,7,9,9,6.32455532033676,8
"33147","56Y",2022-09-08,"N-A",27,14,22,7,21,"R","L",0,2.221,7,7,14,21,22,4,6,9,9,5.8309518948453,8
"33148","56Y",2022-09-08,"N-A",28,22,10,21,17,"L","L",1,1.011,7,17,10,21,22,8,4,9,9,5.09901951359278,6
"33149","56Y",2022-09-08,"N-A",29,6,22,14,21,"R","R",1,0.75,7,14,6,21,22,7,1,9,9,8.24621125123532,10
"33150","56Y",2022-09-08,"N-A",30,22,10,21,7,"L","L",1,1.017,7,7,10,21,22,4,4,9,9,7.07106781186548,10
"33151","56Y",2022-09-08,"N-A",31,19,22,17,21,"R","R",1,0.624,7,17,19,21,22,8,8,9,9,1.4142135623731,2
"33152","56Y",2022-09-08,"N-A",32,22,10,21,14,"L","R",0,0.665,7,14,10,21,22,7,4,9,9,5.3851648071345,7
"33153","56Y",2022-09-08,"N-A",33,22,7,21,6,"L","L",1,0.853,7,6,7,21,22,3,2,9,9,9.21954445729289,13
"33154","56Y",2022-09-08,"N-A",34,19,22,7,21,"R","R",1,0.613,7,7,19,21,22,4,8,9,9,5.09901951359278,6
"33155","56Y",2022-09-08,"N-A",35,14,22,5,21,"R","R",1,0.577,7,5,14,21,22,2,6,9,9,7.61577310586391,10
"33156","56Y",2022-09-08,"N-A",36,22,12,21,6,"L","L",1,0.941,7,6,12,21,22,3,5,9,9,7.21110255092798,10
"33157","56Y",2022-09-08,"N-A",37,8,22,17,21,"R","R",1,0.558,7,17,8,21,22,8,3,9,9,6.08276253029822,7
"33158","56Y",2022-09-08,"N-A",38,22,16,21,11,"L","L",1,0.972,7,11,16,21,22,6,7,9,9,3.60555127546399,5
"33159","56Y",2022-09-08,"N-A",39,22,12,21,5,"L","L",1,0.876,7,5,12,21,22,2,5,9,9,8.06225774829855,11
"33160","56Y",2022-09-08,"N-A",40,22,10,21,6,"L","L",1,1.225,7,6,10,21,22,3,4,9,9,7.81024967590665,11
"33161","56Y",2022-09-08,"N-A",41,22,22,7,21,"R","R",1,0.462,7,7,22,21,22,4,9,9,9,5,5
"33162","56Y",2022-09-08,"N-A",42,22,8,21,11,"L","L",1,1.465,7,11,8,21,22,6,3,9,9,6.70820393249937,9
"33163","56Y",2022-09-08,"N-A",43,22,7,21,11,"L","L",1,0.816,7,11,7,21,22,6,2,9,9,7.61577310586391,10
"33164","56Y",2022-09-08,"N-A",44,22,22,21,6,"L","L",1,0.815,7,6,22,21,22,3,9,9,9,6,6
"33165","56Y",2022-09-08,"N-A",45,16,22,4,21,"R","R",1,0.574,7,4,16,21,22,1,7,9,9,8.24621125123532,10
"33166","56Y",2022-09-08,"N-A",46,16,22,7,21,"R","R",1,0.849,7,7,16,21,22,4,7,9,9,5.3851648071345,7
"33167","56Y",2022-09-08,"N-A",47,19,22,6,21,"R","R",1,0.46,7,6,19,21,22,3,8,9,9,6.08276253029822,7
"33168","56Y",2022-09-08,"N-A",48,10,22,4,21,"R","R",1,0.66,7,4,10,21,22,1,4,9,9,9.4339811320566,13
"33169","56Y",2022-09-08,"N-A",49,19,22,21,21,"R","R",1,0.569,7,21,19,21,22,9,8,9,9,1,1
"33170","56Y",2022-09-08,"N-A",50,8,22,14,21,"R","R",1,0.609,7,14,8,21,22,7,3,9,9,6.32455532033676,8
"33171","56Y",2022-09-08,"N-A",51,22,16,21,5,"L","L",1,1.32,7,5,16,21,22,2,7,9,9,7.28010988928052,9
"33172","56Y",2022-09-08,"N-A",52,14,22,4,21,"R","R",1,0.605,7,4,14,21,22,1,6,9,9,8.54400374531753,11
"33173","56Y",2022-09-08,"N-A",53,10,22,17,21,"R","R",1,0.528,7,17,10,21,22,8,4,9,9,5.09901951359278,6
"33174","56Y",2022-09-08,"N-A",54,6,22,7,21,"R","R",1,0.486,7,7,6,21,22,4,1,9,9,9.4339811320566,13
"33175","56Y",2022-09-08,"N-A",55,12,22,11,21,"R","R",1,0.529,7,11,12,21,22,6,5,9,9,5,7
"33176","56Y",2022-09-08,"N-A",56,12,22,6,21,"R","R",1,0.713,7,6,12,21,22,3,5,9,9,7.21110255092798,10
"33177","56Y",2022-09-08,"N-A",57,22,12,21,21,"L","L",1,0.855,7,21,12,21,22,9,5,9,9,4,4
"33178","56Y",2022-09-08,"N-A",58,22,6,21,14,"L","L",1,1.904,7,14,6,21,22,7,1,9,9,8.24621125123532,10
"33179","56Y",2022-09-08,"N-A",59,22,10,21,11,"L","L",1,0.909,7,11,10,21,22,6,4,9,9,5.8309518948453,8
"33180","56Y",2022-09-08,"N-A",60,14,22,6,21,"R","R",1,0.453,7,6,14,21,22,3,6,9,9,6.70820393249937,9
"33181","56Y",2022-09-08,"N-A",61,22,16,21,7,"L","L",1,1.044,7,7,16,21,22,4,7,9,9,5.3851648071345,7
"33182","56Y",2022-09-08,"N-A",62,14,22,11,21,"R","R",1,0.665,7,11,14,21,22,6,6,9,9,4.24264068711928,6
"33183","56Y",2022-09-08,"N-A",63,7,22,9,21,"R","R",1,0.541,7,9,7,21,22,5,2,9,9,8.06225774829855,11
"33184","56Y",2022-09-08,"N-A",64,10,22,9,21,"R","R",1,0.681,7,9,10,21,22,5,4,9,9,6.40312423743285,9
"33185","56Y",2022-09-08,"N-A",65,22,22,4,21,"R","R",1,0.533,7,4,22,21,22,1,9,9,9,8,8
"33186","56Y",2022-09-08,"N-A",66,22,6,21,6,"L","L",1,0.865,7,6,6,21,22,3,1,9,9,10,14
"33187","56Y",2022-09-08,"N-A",67,10,22,7,21,"R","R",1,0.597,7,7,10,21,22,4,4,9,9,7.07106781186548,10
"33188","56Y",2022-09-08,"N-A",68,22,14,21,4,"L","L",1,0.628,7,4,14,21,22,1,6,9,9,8.54400374531753,11
"33189","56Y",2022-09-08,"N-A",69,22,19,21,5,"L","L",1,1.32,7,5,19,21,22,2,8,9,9,7.07106781186548,8
"33190","56Y",2022-09-08,"N-A",70,8,22,11,21,"R","R",1,0.645,7,11,8,21,22,6,3,9,9,6.70820393249937,9
"33191","56Y",2022-09-08,"N-A",71,22,14,21,11,"L","L",1,1.807,7,11,14,21,22,6,6,9,9,4.24264068711928,6
"33192","56Y",2022-09-08,"N-A",72,10,22,21,21,"R","R",1,0.565,7,21,10,21,22,9,4,9,9,5,5
"33193","56Y",2022-09-08,"N-A",73,22,6,21,17,"L","L",1,1.033,7,17,6,21,22,8,1,9,9,8.06225774829855,9
"33194","56Y",2022-09-08,"N-A",74,7,22,17,21,"R","R",1,0.484,7,17,7,21,22,8,2,9,9,7.07106781186548,8
"33195","56Y",2022-09-08,"N-A",75,22,12,21,4,"L","L",1,1.792,7,4,12,21,22,1,5,9,9,8.94427190999916,12
"33196","56Y",2022-09-08,"N-A",76,22,6,21,21,"L","L",1,1.013,7,21,6,21,22,9,1,9,9,8,8
"33197","56Y",2022-09-08,"N-A",77,22,7,21,5,"L","L",1,0.92,7,5,7,21,22,2,2,9,9,9.89949493661167,14
"33198","56Y",2022-09-08,"N-A",78,7,22,21,21,"R","L",0,0.913,7,21,7,21,22,9,2,9,9,7,7
"33199","56Y",2022-09-08,"N-A",79,22,12,21,14,"L","R",0,0.423,7,14,12,21,22,7,5,9,9,4.47213595499958,6
"33200","56Y",2022-09-08,"N-A",80,22,14,21,17,"L","L",1,1.009,7,17,14,21,22,8,6,9,9,3.16227766016838,4
"33201","56Y",2022-09-08,"N-A",81,22,8,21,7,"L","L",1,0.79,7,7,8,21,22,4,3,9,9,7.81024967590665,11
"33202","56Y",2022-09-08,"N-A",82,22,6,21,4,"L","L",1,1.59,7,4,6,21,22,1,1,9,9,11.3137084989848,16
"33203","56Y",2022-09-08,"N-A",83,22,12,21,17,"L","L",1,1.288,7,17,12,21,22,8,5,9,9,4.12310562561766,5
"33204","56Y",2022-09-08,"N-A",84,22,6,21,9,"L","L",1,1.42,7,9,6,21,22,5,1,9,9,8.94427190999916,12
"33205","56Y",2022-09-08,"N-A",85,22,22,21,4,"L","L",1,1.576,7,4,22,21,22,1,9,9,9,8,8
"33206","56Y",2022-09-08,"N-A",86,8,22,5,21,"R","R",1,0.632,7,5,8,21,22,2,3,9,9,9.21954445729289,13
"33207","56Y",2022-09-08,"N-A",87,22,10,21,4,"L","L",1,1.558,7,4,10,21,22,1,4,9,9,9.4339811320566,13
"33208","56Y",2022-09-08,"N-A",88,22,22,6,21,"R","R",1,0.509,7,6,22,21,22,3,9,9,9,6,6
"33209","56Y",2022-09-08,"N-A",89,16,22,9,21,"R","R",1,0.457,7,9,16,21,22,5,7,9,9,4.47213595499958,6
"33210","56Y",2022-09-08,"N-A",90,12,22,7,21,"R","R",1,0.513,7,7,12,21,22,4,5,9,9,6.40312423743285,9
"33211","56Y",2022-09-08,"N-A",91,22,7,21,9,"L","L",1,1.106,7,9,7,21,22,5,2,9,9,8.06225774829855,11
"33212","56Y",2022-09-08,"N-A",92,6,22,11,21,"R","R",1,0.542,7,11,6,21,22,6,1,9,9,8.54400374531753,11
"33213","56Y",2022-09-08,"N-A",93,10,22,11,21,"R","R",1,0.653,7,11,10,21,22,6,4,9,9,5.8309518948453,8
"33214","56Y",2022-09-08,"N-A",94,16,22,11,21,"R","R",1,0.811,7,11,16,21,22,6,7,9,9,3.60555127546399,5
"33215","56Y",2022-09-08,"N-A",95,19,22,11,21,"R","R",1,0.865,7,11,19,21,22,6,8,9,9,3.16227766016838,4
"33216","56Y",2022-09-08,"N-A",96,19,22,5,21,"R","R",1,0.545,7,5,19,21,22,2,8,9,9,7.07106781186548,8
"33217","56Y",2022-09-08,"N-A",97,22,22,11,21,"R","R",1,0.59,7,11,22,21,22,6,9,9,9,3,3
"33218","56Y",2022-09-08,"N-A",98,22,19,21,14,"L","L",1,0.963,7,14,19,21,22,7,8,9,9,2.23606797749979,3
"33219","56Y",2022-09-08,"N-A",99,7,22,5,21,"R","R",1,0.569,7,5,7,21,22,2,2,9,9,9.89949493661167,14
"33220","56Y",2022-09-08,"N-A",100,16,22,21,21,"R","R",1,0.709,7,21,16,21,22,9,7,9,9,2,2
"33221","56Y",2022-09-08,"N-A",101,22,19,21,6,"L","L",1,1.237,7,6,19,21,22,3,8,9,9,6.08276253029822,7
"33222","56Y",2022-09-08,"N-A",102,22,19,21,11,"L","L",1,1.364,7,11,19,21,22,6,8,9,9,3.16227766016838,4
"33223","56Y",2022-09-08,"N-A",103,19,22,14,21,"R","R",1,0.528,7,14,19,21,22,7,8,9,9,2.23606797749979,3
"33224","56Y",2022-09-08,"N-A",104,6,22,5,21,"R","R",1,0.417,7,5,6,21,22,2,1,9,9,10.6301458127346,15
"33225","56Y",2022-09-08,"N-A",105,22,22,5,21,"R","R",1,0.513,7,5,22,21,22,2,9,9,9,7,7
"33226","56Y",2022-09-08,"N-A",106,22,8,21,17,"L","L",1,1.433,7,17,8,21,22,8,3,9,9,6.08276253029822,7
"33227","56Y",2022-09-08,"N-A",107,22,7,21,17,"L","L",1,0.762,7,17,7,21,22,8,2,9,9,7.07106781186548,8
"33228","56Y",2022-09-08,"N-A",108,14,22,14,21,"R","R",1,0.521,7,14,14,21,22,7,6,9,9,3.60555127546399,5
"33229","56Y",2022-09-08,"N-A",109,22,6,21,5,"L","L",1,0.865,7,5,6,21,22,2,1,9,9,10.6301458127346,15
"33230","56Y",2022-09-08,"N-A",110,22,10,21,9,"L","L",1,0.986,7,9,10,21,22,5,4,9,9,6.40312423743285,9
"33231","56Y",2022-09-08,"N-A",111,22,8,21,14,"L","L",1,0.721,7,14,8,21,22,7,3,9,9,6.32455532033676,8
"33232","56Y",2022-09-08,"N-A",112,22,16,21,9,"L","L",1,1.301,7,9,16,21,22,5,7,9,9,4.47213595499958,6
"33233","56Y",2022-09-08,"N-A",113,22,10,21,21,"L","L",1,0.985,7,21,10,21,22,9,4,9,9,5,5
"33234","56Y",2022-09-08,"N-A",114,14,22,9,21,"R","R",1,0.485,7,9,14,21,22,5,6,9,9,5,7
"33235","56Y",2022-09-08,"N-A",115,22,16,21,4,"L","L",1,0.648,7,4,16,21,22,1,7,9,9,8.24621125123532,10
"33236","56Y",2022-09-08,"N-A",116,7,22,4,21,"R","R",1,0.49,7,4,7,21,22,1,2,9,9,10.6301458127346,15
"33237","56Y",2022-09-08,"N-A",117,7,22,6,21,"R","R",1,0.597,7,6,7,21,22,3,2,9,9,9.21954445729289,13
"33238","56Y",2022-09-08,"N-A",118,10,22,5,21,"R","R",1,0.615,7,5,10,21,22,2,4,9,9,8.60232526704263,12
"33239","56Y",2022-09-08,"N-A",119,22,14,21,6,"L","L",1,0.861,7,6,14,21,22,3,6,9,9,6.70820393249937,9
"33240","56Y",2022-09-08,"N-A",120,22,6,21,11,"L","L",1,1.145,7,11,6,21,22,6,1,9,9,8.54400374531753,11
"33241","56Y",2022-09-08,"N-A",121,22,7,21,21,"L","L",1,0.908,7,21,7,21,22,9,2,9,9,7,7
